id,raw_no,lang,category,venue,event_name,period_raw,host_organizer,start_date,end_date
1,1,국문,전시일정,제1전시장 3홀,2020 30회 부산유아교육용품전,20200130 1000~20200202 1800,(주)블루케이,2020-01-30,2020-02-02
2,2,국문,전시일정,제1전시장 3A홀,2020 BWC부산웨딩박람회,20200207 1000~20200209 1900,주식회사 비더블류씨,2020-02-07,2020-02-09
3,3,국문,전시일정,"제 2전시장 4(E,F)홀",2020 KNN 웨딩박람회,20200515 1100~20200517 1900,더리본 주식회사,2020-05-15,2020-05-17
4,4,국문,전시일정,제 1전시장 2A홀,2020부산홈리빙&생활용품전시회,20200521 1000~20200524 1800,(주)메세코리아,2020-05-21,2020-05-24
5,5,국문,전시일정,제 1전시장 1홀,2020 부산베이비페어,20200521 1000~20200524 1800,(주)메세코리아,2020-05-21,2020-05-24
6,6,국문,전시일정,제 1전시장 1홀,2020 코리아캠핑카쇼,20200528 1000~20200531 1800,한국레저자동차산업협회 / 벡스코,2020-05-28,2020-05-31
7,7,국문,전시일정,"제 2전시장 4(A,B)홀",2020 더골프쇼 in 부산 Spring,20200528 1000~20200531 1800,(주)이엑스스포테인먼트,2020-05-28,2020-05-31
8,8,국문,전시일정,제 1전시장 3A홀,제27회 2020부산창업박람회,20200528 1000~20200530 0000,선인커뮤니티(주),2020-05-28,2020-05-30
9,9,국문,전시일정,제 1전시장 3B홀,농특산품 및 우수중소기업 상품박람회,20200529 1000~20200602 1800,새벽을 여는 사람들,2020-05-29,2020-06-02
10,10,국문,전시일정,제 1전시장 2홀,2020 대한민국펫산업박람회 (케이펫페어부산),20200529 1000~20200531 1800,"(사)한국펫사료협회 / ㈜메쎄이상 ",2020-05-29,2020-05-31
11,11,국문,전시일정,제 2전시장 5(B-E)홀,상상체험+레이싱 키즈월드 시즌4,20200605 0000~20200819 1800,주식회사 제이투비,2020-06-05,2020-08-19
12,12,국문,전시일정,제1전시장 2B홀,2020 부산건축박람회,20200612 1000~20200614 1800,(주)동아전람,2020-06-12,2020-06-14
13,13,국문,전시일정,제1전시장 3A홀,2020 부산문구·완구및사무용품·기프트쇼,20200612 1000~20200614 1800,(주)동아전람,2020-06-12,2020-06-14
14,14,국문,전시일정,제1전시장 3B홀,2020 부산스포츠·레저산업박람회,20200612 1000~20200614 1800,(주)동아전람,2020-06-12,2020-06-14
15,15,국문,전시일정,제1전시장 1홀,2020 제27회 국제식품대전,20200617 1000~20200620 1700,"부산광역시,한국보건산업진흥원,한국식품관리인증원,(사)한국외식산업협회,Qingdao Qishenglong Business Co., Ltd.,한국산업마케팅연구원",2020-06-17,2020-06-20
16,16,국문,전시일정,제1전시장 2홀,제10회 부산커피쇼,20200617 1000~20200620 1700,"(사)한국커피연합회, 한국산업마케팅연구원",2020-06-17,2020-06-20
17,17,국문,전시일정,제 1전시장 3A홀,2020 부산국제차공예박람회,20200618 1000~20200621 1800,(주)메세코리아,2020-06-18,2020-06-21
18,18,국문,전시일정,제 2전시장 4F홀,2020 제46회 대한민국웨딩산업박람회,20200622 1000~20200622 1800,(사)한국웨딩산업인협회(이노웨딩),2020-06-22,2020-06-22
19,19,국문,전시일정,제1전시장 1홀,2020 부산브랜드페스타 X 대한민국동행세일,20200626 1000~20200628 1800,"부산광역시, 부산CBS / 벡스코, 부산경제진흥원",2020-06-26,2020-06-28
20,20,국문,전시일정,제 2전시장 4F홀,BWC부산웨딩박람회,20200626 0000~20200628 0000,주식회사 비더블류씨,2020-06-26,2020-06-28
21,21,국문,전시일정,제 1전시장 3B홀,오즈: 오버 더 레인보우,20200701 1000~20200819 0000,에이비에이코리아(주) / KNN,2020-07-01,2020-08-19
22,22,국문,전시일정,"제 2전시장 4(D,E,F)홀 ",2020 SBS골프 대한민국 골프대전,20200702 1000~20200705 1800,SBS골프 / 코어엑스포,2020-07-02,2020-07-05
23,23,국문,전시일정,제1전시장 1홀,2020 제6회 대한민국 대표 특산물 직거래 박람회,20200702 1000~20200705 0000,"대한민국 대표 특산물 직거래 박람회 조직위원회, 전국 각 지역 대표 신문사 / 대한민국 대표 특산물 직거래 박람회 사무국, ㈜한국전시산업원",2020-07-02,2020-07-05
24,24,국문,전시일정,제 1전시장 1홀,제2회 대한민국 의회·행정 박람회,20200709 1000~20200711 0000,대한민국 의회·행정 박람회 조직위원회 / (주)한국전시산업원,2020-07-09,2020-07-11
25,25,국문,전시일정,제1전시장 2홀,K-핸드메이드&일러스트레이션페어부산 2020,20200710 1100~20200712 1900,"(주)한국국제전시, 전시주최행사대행사업협동조합",2020-07-10,2020-07-12
26,26,국문,전시일정,제 1전시장 2홀,2020 부산국제원자력산업전(INEK 2020),20200716 1000~20200718 1700,(사) 한국원자력산업회의 / 벡스코,2020-07-16,2020-07-18
27,27,국문,전시일정,제1전시장 1홀,2020 코리아어트랙션페어,20200716 1000~20200719 1800,㈜ 제이엠컴퍼니,2020-07-16,2020-07-19
28,28,국문,전시일정,제 1전시장 3A홀,2020 부산 반려동물 박람회,20200717 1000~20200719 1800,"(주)메세코리아 ",2020-07-17,2020-07-19
29,29,국문,전시일정,제 1전시장 2홀,2020 부산 홈·테이블데코페어,20200723 1000~20200726 1800,"리드케이훼어스(유), 까사리빙",2020-07-23,2020-07-26
30,30,국문,전시일정,제1전시장 3A홀,제16회 부산카페쇼,20200723 1000~20200726 1800,(주)블루케이,2020-07-23,2020-07-26
31,31,국문,전시일정,제 1전시장 3A홀,2020 퍼스널 모빌리티쇼,20200807 1000~20200809 1800,"주식회사 포유커뮤니케이션즈, 벡스코",2020-08-07,2020-08-09
32,32,국문,전시일정,제 1전시장 3A홀,2020 부산욜로라이프페어,20200814 1000~20200816 1800,(주)마루컨벤션,2020-08-14,2020-08-16
33,33,국문,전시일정,"제1전시장 1,2홀",2020 BAMA 부산국제화랑아트페어,20200814 1100~20200816 0000,사단법인 부산화랑협회,2020-08-14,2020-08-16
34,34,국문,전시일정,제1전시장 2B홀,2020 부산네일엑스포,20201012 0900~20201012 1800,"케이엠티홀딩스, 한국네일협회 / Nailpia",2020-10-12,2020-10-12
35,35,국문,전시일정,제1전시장 2홀,2020 부산코리아빌드,20201015 1000~20201018 1800,"(주)메쎄이상 ",2020-10-15,2020-10-18
36,36,국문,전시일정,제1전시장 2홀,2020 부산리빙앤라이프스타일,20201015 1000~20201018 1800,(주)메쎄이상,2020-10-15,2020-10-18
37,37,국문,전시일정,제1전시장 3B홀,2020 제28회 부산창업박람회,20201015 1000~20201017 0000,선인커뮤니티 주식회사,2020-10-15,2020-10-17
38,38,국문,전시일정,"제2전시장 4(B,C)홀",2020 제9회 BFAA 국제아트페어,20201016 1000~20201019 1900,사단법인 부산미술협회,2020-10-16,2020-10-19
39,39,국문,전시일정,제1전시장 1홀,2020 캠핑카&레저페스티벌,20201016 1000~20201018 1800,벡스코 / 한국레저자동차산업협회,2020-10-16,2020-10-18
40,40,국문,전시일정,제2전시장 4A홀,2020 제9회 BFAA 국제아트페어 - 제40회 부산미술제,20201016 1000~20201019 1900,사단법인 부산미술협회,2020-10-16,2020-10-19
41,41,국문,전시일정,제 2전시장 4F홀,2020 부산MBC웨딩박람회 in 벡스코,20201016 1100~20201018 2000,부산문화방송(주),2020-10-16,2020-10-18
42,42,국문,전시일정,제1전시장 2A홀,부산일러스트레이션페어 vol.1,20201022 1000~20201025 1800,"오씨메이커스, 벡스코",2020-10-22,2020-10-25
43,43,국문,전시일정,제1전시장 3A홀,2020 부산펫쇼,20201023 1000~20201025 1800,KNN / 미래전람,2020-10-23,2020-10-25
44,44,국문,전시일정,제 2전시장 4홀 전관,2020 부산 의료기기 전시회(KIMES BUSAN 2020),20201023 1000~20201025 1800,"한국이앤엑스, 한국의료기기공업협동조합, 한국의료기기산업협회, KNN",2020-10-23,2020-10-25
45,45,국문,전시일정,제1전시장 2B홀,코로나19극복 우수 중소기업 상품 및 농특산품 선물 박람회,20201023 1000~20201027 1800,새벽을여는사람들,2020-10-23,2020-10-27
46,46,국문,전시일정,제1전시장 3홀,2020 패패부산,20201029 1000~20201101 1700,"부산광역시 / 벡스코, 부산경제진흥원 신발산업진흥센터, 한국산업용섬유협회, 부산섬유패션산업연합회, 부산패션섬유사업협동조합",2020-10-29,2020-11-01
47,47,국문,전시일정,"제 1전시장 2,3홀",2020 부산국제수산EXPO(BISFE 2020),20201105 1000~20201107 1700,"부산광역시 / 벡스코, 한국수산무역협회, 수협중앙회",2020-11-05,2020-11-07
48,48,국문,전시일정,제 2전시장 4홀 전관,아트부산 & 디자인 2020,20201105 1000~20201108 2000,(사)아트쇼부산,2020-11-05,2020-11-08
49,49,국문,전시일정,옥외전시장,2020 통영수산식품대전,20201105 1000~20201108 1800,통영시 / KNN,2020-11-05,2020-11-08
50,50,국문,전시일정,"제1전시장 2B, 3홀",2020 국제환경에너지산업전(동시개최 : 2020 베트남 환경에너지산업전),20201111 1000~20201113 1700,"부산광역시, 국제신문 / 벡스코, 투데이에너지, 코트라",2020-11-11,2020-11-13
51,51,국문,전시일정,제2전시장 4F홀,BWC부산웨딩박람회,20201113 0000~20201115 0000,주식회사 비더블류씨,2020-11-13,2020-11-15
52,52,국문,전시일정,제2전시장 4홀,당근마켓과 함께하는 2020 어느 아름다운 날 X 항공여행마켓,20201114 1100~20201114 1700,"벡스코 / 부산광역시, 한국공항공사",2020-11-14,2020-11-14
53,53,국문,전시일정,제 2전시장 4(D-F)홀,2020 부산·울산·경남 스마트팩토리 컨퍼런스 & 엑스포,20201118 1000~20201120 1700,"한국스마트팩토리CEO협의회 주관 / 스마트제조혁신추진단, 중소기업중앙회, 부산테크노파크, 울산테크노파크, 경남테크노파크, INDUSTRY NEWS, 월간 FA저널 SMART FACTORY",2020-11-18,2020-11-20
54,54,국문,전시일정,"제 1전시장 1,2홀",국제게임전시회 지스타 2020,20201119 0900~20201122 1800,"(사)한국게임산업협회 / 지스타조직위원회,(재)부산정보산업진흥원",2020-11-19,2020-11-22
55,55,국문,전시일정,제2전시장 5A홀,2020 초량베스티움 센트럴베이 yes! 입주홈페어,20201120 1000~20201122 1800,초량베스티움 센트럴베이 입주 예정자 협의회 / (주)예스스마트기획,2020-11-20,2020-11-22
56,56,국문,전시일정,제 2전시장 4A홀,제2회 지오 엑스포 부산 · 과학 체험전,20201121 0900~20201122 1700,지구탐험대,2020-11-21,2020-11-22
57,57,국문,전시일정,제1전시장 2A홀,2020 부산국제식품박람회,20201126 1000~20201129 1800,"(주)메세코리아 ",2020-11-26,2020-11-29
58,58,국문,전시일정,제1전시장 2B홀,2020 부산유기농·친환경·귀농귀촌 박람회,20201126 1000~20201129 1800,"(주)메세코리아 ",2020-11-26,2020-11-29
59,59,국문,전시일정,제1전시장 3A홀,2020 부산홈리빙&생활용품전시회,20201126 1000~20201129 1800,(주)메세코리아,2020-11-26,2020-11-29
60,60,국문,전시일정,제 1전시장 3B홀,2020 부산국제 차·공예박람회,20201126 1000~20201129 1800,(주)메세코리아,2020-11-26,2020-11-29
61,61,국문,전시일정,컨벤션홀 전체,"2020 국제 해양플랜트전시회 ",20201201 1000~20201203 1700,"산업통상자원부, 해양수산부, 부산광역시 / 부산조선해양기자재공업협동조합, BEXCO, (주)경연전람, 코트라, 조선해양플랜트협회, 키멕스",2020-12-01,2020-12-03
62,62,국문,전시일정,제2전시장 4(C-F)홀,2020 부산국제아트페어,20201203 1000~20201207 1900,사단법인 케이아트국제교류협회,2020-12-03,2020-12-07
63,63,국문,전시일정,제 1전시장 2A홀,2020  부산 핸드메이드페어 원터,20201204 0000~20201206 0000,(주)마루컨벤션,2020-12-04,2020-12-06
64,64,국문,전시일정,스튜디오,2020 한국선박관리포럼,20201210 0900~20201210 1700,리컨벤션,2020-12-10,2020-12-10
65,65,국문,전시일정,제1전시장 3B홀 (행사는 전면 온라인),"2020 제16회 대한민국 온라인 청소년박람회 ",20201210 0900~20201212 1800,"부산광역시, 여성가족부 / 부산광역시청소년활동진흥센터, 한국청소년활동진흥원",2020-12-10,2020-12-12
66,66,국문,전시일정,제1전시장 2B홀,2021 설맞이 우수중소기업 농·특산품 선물박람회,20210129 1000~20210202 1800,새벽을 여는 사람들,2021-01-29,2021-02-02
67,67,국문,전시일정,제2전시장 4A홀,2021 BWC부산웨딩박람회,20210129 1100~20210131 2000,주식회사 비더블류씨,2021-01-29,2021-01-31
68,68,국문,전시일정,제1전시장 3A홀,2021 제일창업박람회 in 부산,20210225 1000~20210227 1700,제일창업경제신문 / (주)제일좋은전람,2021-02-25,2021-02-27
69,69,국문,전시일정,제2전시장 4F홀,2021 BWC부산웨딩박람회,20210226 1100~20210228 2000,주식회사 비더블류씨,2021-02-26,2021-02-28
70,70,국문,전시일정,제1전시장 2A홀,2021 부산건축인테리어전시회,20210311 1000~20210314 1800,(주)메세코리아,2021-03-11,2021-03-14
71,71,국문,전시일정,제1전시장 1홀,2021 부산베이비페어,20210311 1000~20210314 1800,(주)메세코리아,2021-03-11,2021-03-14
72,72,국문,전시일정,제1전시장 2B홀,2021 부산푸드페어,20210311 1000~20210314 1800,(주)메세코리아,2021-03-11,2021-03-14
73,73,국문,전시일정,제1전시장 1홀,2021 제16회 궁디팡팡 캣페스타 부산,20210319 1000~20210321 1800,주식회사 캣페스타,2021-03-19,2021-03-21
74,74,국문,전시일정,제1전시장 2A홀,2021 부산 국제 차문화 산업전,20210326 0930~20210329 1830,"한국차문화산업협동조합 / 한국차문화산업협동조합, 감로 Tea&Tools Expo",2021-03-26,2021-03-29
75,75,국문,전시일정,제2전시장 4F홀,부산결혼&출산장려협회 부산웨딩박람회 in 벡스코,20210326 1000~20210328 2000,부산결혼&출산장려협회 (비영리법인),2021-03-26,2021-03-28
76,76,국문,전시일정,제1전시장 3A홀,제15회 더골프쇼 in 부산 Spring,20210401 1000~20210404 1800,㈜이엑스스포테인먼트 / 골프유닷넷,2021-04-01,2021-04-04
77,77,국문,전시일정,제1전시장 1홀,2021 제17회 부산카페쇼,20210408 1000~20210411 1800,블루케이,2021-04-08,2021-04-11
78,78,국문,전시일정,"제1전시장 2,3홀","2021 BAMA 부산국제화랑아트페어 ",20210409 1100~20210411 1900,사단법인 부산화랑협회,2021-04-09,2021-04-11
79,79,국문,전시일정,제2전시장 1층 4A홀,2021 부산 에듀테크전시회,20210415 1000~20210417 1800,사단법인 스마트교육학회 /㈜해솔교연,2021-04-15,2021-04-17
80,80,국문,전시일정,제1전시장 2B홀,"2021 부산홈리빙&생활용품전시회 ",20210415 1000~20210418 1800,㈜메세코리아,2021-04-15,2021-04-18
81,81,국문,전시일정,제1전시장 1홀,2021 제29회 부산창업박람회,20210422 1000~20210424 1700,선인커뮤니티 주식회사,2021-04-22,2021-04-24
82,82,국문,전시일정,제2전시장 4(A-D)홀,2021 케이펫페어 부산(대한민국펫산업박람회),20210423 1000~20210425 1800,"(사)한국펫사료협회, (주)메쎄이상 /  (주)메쎄이상 ",2021-04-23,2021-04-25
83,83,국문,전시일정,"제1전시장 2,3홀",2021 부산국제보트쇼,20210423 1000~20210425 1800,"해양수산부, 부산광역시 / 한국해양레저네트워크, 벡스코",2021-04-23,2021-04-25
84,84,국문,전시일정,"제1전시장 3홀 ",2021 제27회 부산 드림베이비페어,20210429 1000~20210502 1800,"드림코리아 ",2021-04-29,2021-05-02
85,85,국문,전시일정,"제1전시장 1,2홀",2021 드론쇼코리아 Drone Show Korea,20210429 1000~20210501 1800,"산업통상자원부, 과학기술정보통신부, 국토교통부, 부산광역시 / 벡스코, 한국무인기시스템협회",2021-04-29,2021-05-01
86,86,국문,전시일정,제2전시장 4F홀,2021 BWC 부산웨딩박람회,20210507 1100~20210509 1900,주식회사 비더블류씨,2021-05-07,2021-05-09
87,87,국문,전시일정,"제1전시장 1,2홀",아트부산 2021,20210514 0000~20210516 0000,(사)아트쇼부산,2021-05-14,2021-05-16
88,88,국문,전시일정,"제1전시장 1,2,3A홀",2021 제10회 부산국제기계대전,20210526 0000~20210529 0000,"부산광역시, 부산기계공업협동조합 / 한국산업마케팅연구원",2021-05-26,2021-05-29
89,89,국문,전시일정,"제1전시장 2홀 ",2021 코리아 캠핑카쇼,20210603 1000~20210606 1800,"한국레저자동차산업협회 / 벡스코 ",2021-06-03,2021-06-06
90,90,국문,전시일정,"제1전시장 3홀 ","2021 제32회 부산유아교육용품전 ",20210603 1000~20210606 1800,주식회사 블루케이,2021-06-03,2021-06-06
91,91,국문,전시일정,제1전시장 1홀,"2021 부산국제조선해양대제전(2021 국제해양방위산업전 / 2021 국제항만,물류 및 해양환경산업전)",20210609 1000~20210612 1700,"대한민국 해군, 부산광역시, 한국무역협회 / 해군협회, 부산조선해양기자재공업협동조합, 경연전람, 벡스코",2021-06-09,2021-06-12
92,92,국문,전시일정,제1전시장 3B홀,2021 우수중소기업 및 농특산품 선물박람회,20210611 1000~20210615 1800,새벽을 여는 사람들,2021-06-11,2021-06-15
93,93,국문,전시일정,"제1전시장 1,2홀",2021 부산국제철도기술산업전,20210616 1000~20210619 1700,"국토교통부, 부산광역시, 한국철도공사, 한국철도시설공단/벡스코, 메쎄프랑크푸르트, 한국철도차량산업협회, 한국철도협회",2021-06-16,2021-06-19
94,94,국문,전시일정,제1전시장 3A홀,2021 부산국제 차.공예박람회,20210617 1000~20210620 1800,(주)메세코리아,2021-06-17,2021-06-20
95,95,국문,전시일정,제2전시장 4(A-D)홀,2021 부산디자인위크,20210617 1030~20210620 1800,"KNN, 디자인하우스, 부산디자인진흥원 / 월간디자인",2021-06-17,2021-06-20
96,96,국문,전시일정,"제2전시장 4(E,F)홀",부산공공기관연계 2022학년도 대학 입시전략설명회,20210619 1000~20210620 1700,부산인재평생교육진흥원,2021-06-19,2021-06-20
97,97,국문,전시일정,제2전시장 4A홀,혁신조달제품 권역별 순회전시회,20210623 1000~20210624 1800,"조달청, (재)한국조달연구원 혁신조달지원센터",2021-06-23,2021-06-24
98,98,국문,전시일정,제1전시장 1홀,2021 제28회 부산국제식품대전,20210623 1000~20210626 1700,"부산광역시, 한국보건산업진흥원, 한국식품안전관리인증원 / (사)한국외식산업협회, Qingdao Qishenglong Business Co., Ltd., 한국산업마케팅연구원",2021-06-23,2021-06-26
99,99,국문,전시일정,제1전시장 2홀,2021 제11회 부산커피쇼,20210623 1000~20210626 1700,"(사)한국커피연합회, 한국산업마케팅연구원",2021-06-23,2021-06-26
100,100,국문,전시일정,제1전시장 3홀,2021 부산 홈·테이블데코페어,20210624 1000~20210627 1800,"리드케이훼어스, KNN, 까사리빙",2021-06-24,2021-06-27
101,101,국문,전시일정,제2전시장 4F홀,2021 KNN웨딩박람회,20210625 0000~20210627 0000,(주)더리본 주식회사,2021-06-25,2021-06-27
102,102,국문,전시일정,제1전시장 1홀,2021 부산건축박람회,20210701 1000~20210704 1800,(주)동아전람,2021-07-01,2021-07-04
103,103,국문,전시일정,제1전시장 2A홀,2021 부산가구엑스포,20210701 1000~20210704 1800,(주)동아전람,2021-07-01,2021-07-04
104,104,국문,전시일정,제1전시장 2B홀,부산 문구 완구 및 사무용품 기프트쇼 & 스포츠 레저산업박람회,20210701 1000~20210704 1800,(주)동아전람,2021-07-01,2021-07-04
105,105,국문,전시일정,"제2전시장 4(A,B)홀",2021 부산 반려동물 박람회,20210702 1000~20210704 1800,(주)메세코리아,2021-07-02,2021-07-04
106,106,국문,전시일정,제1전시장 1홀,2021 제28회 부산드림베이비페어,20210708 1000~20210711 1800,(주)드림코리아,2021-07-08,2021-07-11
107,107,국문,전시일정,제1전시장 2B홀,2021 부산브랜드페스타,20210709 1000~20210711 1800,"부산광역시,부산CBS / 벡스코,한국문화콘텐츠협회",2021-07-09,2021-07-11
108,108,국문,전시일정,제1전시장 3홀,제1회 대한민국 대표 축제 박람회,20210709 1000~20210711 1800,(주)한국전시산업원,2021-07-09,2021-07-11
109,109,국문,전시일정,제1전시장 2홀,K-핸드메이드&일러스트레이션 페어 부산 2021,20210716 1100~20210718 1900,(주)한국국제전시,2021-07-16,2021-07-18
110,110,국문,전시일정,제1전시장 3B홀,2021 대입상담캠프,20210716 0000~20210717 0000,"부산광역시교육청, 미래교육원",2021-07-16,2021-07-17
111,111,국문,전시일정,제1전시장 3홀,2021 제3회 대한민국 의회·행정 박람회,20210722 1000~20210724 1800,대한민국 의회행정 박람회 조직위원회 / (주)한국전시산업원,2021-07-22,2021-07-24
112,112,국문,전시일정,제1전시장 3A홀,2021 라이프트렌드페어,20210827 1000~20210829 1800,(주)마루컨벤션,2021-08-27,2021-08-29
113,113,국문,전시일정,제2전시장 4(B-F)홀,AI KOREA 2021,20210901 1000~20210903 1700,"부산광역시/부산정보산업진흥원(BIPA), 벡스코",2021-09-01,2021-09-03
114,114,국문,전시일정,"제1전시장 1,2A홀",2021 국제환경에너지산업전,20210901 1000~20210903 1700,"부산광역시, 국제신문 / 벡스코, 투데이에너지, 코트라",2021-09-01,2021-09-03
115,115,국문,전시일정,제1전시장 2홀,2021 부산 코리아빌드,20210909 1000~20210912 1800,(주)메쎄이상,2021-09-09,2021-09-12
116,116,국문,전시일정,제1전시장 3A홀,2021 리빙앤라이프스타일,20210909 1000~20210912 1800,(주)메쎄이상,2021-09-09,2021-09-12
117,117,국문,전시일정," 제2전시장 4(A,B,C)홀",제30회 2021부산창업박람회,20210909 1000~20210911 1700,선인커뮤니티㈜,2021-09-09,2021-09-11
118,118,국문,전시일정,제2전시장 4F홀,2021 부산 캣쇼,20210910 1000~20210912 1800,"㈜KNN / ㈜미래전람 ",2021-09-10,2021-09-12
119,119,국문,전시일정,제2전시장 4(D-E)홀,2021 부산펫쇼,20210910 1000~20210912 1800,㈜KNN / ㈜미래전람,2021-09-10,2021-09-12
120,120,국문,전시일정,제1전시장 2B홀,2021 추석맞이 우수중소기업 및 농특산품선물박람회,20210916 1000~20210920 1800,(주)새벽전람,2021-09-16,2021-09-20
121,121,국문,전시일정,제1전시장 3홀,2021 부산국제관광박람회,20210916 1000~20210919 1800,코트파,2021-09-16,2021-09-19
122,122,국문,전시일정,제2전시장 4(C-F)홀,2021 부산 디지털 치의학 전시회,20210925 1400~20210926 1800,"부산광역시 / 부산시치과의사회, 부산경제진흥원",2021-09-25,2021-09-26
123,123,국문,전시일정,제1전시장 2홀,2021 부산베이비&키즈페어,20210930 1000~20211003 1800,㈜한국국제전시,2021-09-30,2021-10-03
124,124,국문,전시일정,제2전시장 5A홀,2021 한아세안패션위크 및 대학패션페스티벌,20210930 1000~20211002 1800,부산광역시 / 부산경제진흥원,2021-09-30,2021-10-02
125,125,국문,전시일정,제2전시장 4(A-C)홀,2021 BFAA 아트페어,20211001 1000~20211004 2000,"(사)부산미술협회, KBS부산방송총국 / 2021 BFAA 국제아트페어 운영위원회",2021-10-01,2021-10-04
126,126,국문,전시일정,제1전시장 2B홀,부산일러스트레이션페어 vol.2,20211007 0000~20211010 0000,"오씨메이커스, BEXCO",2021-10-07,2021-10-10
127,127,국문,전시일정,제1전시장 3홀,"2021 캠핑카&레저페스티벌 ",20211007 1000~20211010 1800,BEXCO / 한국레저자동차산업협회,2021-10-07,2021-10-10
128,128,국문,전시일정,제1전시장 1홀,제7회 대한민국 대표 특산물 직거래 박람회,20211007 1000~20211010 1800,"대한민국 대표 특산물 직거래 박람회 조직위, 전국 각 지역 대표 신문사 / 대한민국 대표 특산물 직거래 박람회 사무국, (주)한국전시산업원",2021-10-07,2021-10-10
129,129,국문,전시일정,제2전시장 4C홀,2021 부산 MBC 웨딩박람회 in 벡스코,20211008 1000~20211010 1800,부산문화방송(주),2021-10-08,2021-10-10
